deal_rk,deal_num,deal_name,deal_sum,client_rk,account_rk,agreement_rk,deal_start_date,department_rk,product_rk,deal_type_cd,effective_from_date,effective_to_date
3461277,307-812-285-777-445,Кредит наличными,5354154,152766,3848173,950896,2020-03-30,25,1621918,6,2023-03-15,2999-12-31
3152372,412-466-704-948-741,Кредит наличными со страховкой,4646600,439625,3744540,721785,2021-03-25,119,1107453,6,2023-03-15,2999-12-31
8011927,912-205-269-877-688,Ипотека,4218815,383916,3337507,886903,2021-03-25,50,1718119,4,2023-03-15,2999-12-31
8375459,153-484-345-369-385,Кредит наличными со страховкой,5458546,274348,3899343,931217,2021-03-25,40,1861935,4,2023-03-15,2999-12-31
7135766,414-249-873-193-457,Кредит наличными,2369638,367831,3164144,674199,2022-03-20,24,1352544,5,2023-03-15,2999-12-31
7916139,587-101-483-445-800,Автокредит,1022105,284666,3456588,587197,2020-09-26,113,1252425,5,2023-03-15,2999-12-31
2795919,464-144-489-385-922,Автокредит,2618330,311361,3357071,895460,2020-09-26,75,1056773,3,2023-03-15,2999-12-31
5596825,566-327-179-462-490,Ипотека,4443987,263622,3140717,540153,2022-03-20,89,1462252,2,2023-03-15,2999-12-31
5275104,678-231-641-748-800,Ипотека,4741695,275382,3994578,980748,2020-03-30,73,1018822,2,2023-03-15,2999-12-31
6582395,340-706-720-629-360,Кредит наличными,665882,188795,3859546,804500,2020-09-26,66,1291633,8,2023-03-15,2999-12-31
5428494,381-429-650-402-798,Кредит наличными со страховкой,3023324,306655,3642351,504108,2020-03-30,13,1103873,2,2023-03-15,2999-12-31
7808921,288-678-677-541-821,Кредит наличными,928130,212362,3821487,848710,2021-03-25,43,1848141,5,2023-03-15,2999-12-31
2002788,259-862-445-143-454,Кредит наличными,4736478,170665,3959322,798490,2020-03-30,115,1194290,3,2023-03-15,2999-12-31
8314261,924-741-282-310-154,Ипотека,2722796,456180,3900849,795829,2020-03-30,67,1099228,4,2023-03-15,2999-12-31
7669909,112-674-910-924-323,Кредит наличными со страховкой,2463782,447513,3637997,504849,2020-09-26,122,1805817,5,2023-03-15,2999-12-31
8008499,738-286-164-942-319,Кредит наличными,2851371,202216,3999022,984833,2020-09-26,92,1105861,4,2023-03-15,2999-12-31
2892283,678-802-761-350-115,Ипотека,4820321,110645,3407532,895180,2020-03-30,61,1242008,3,2023-03-15,2999-12-31
7833145,669-909-630-681-264,Кредит наличными со страховкой,1481978,291472,3368798,829199,2021-09-21,29,1972578,5,2023-03-15,2999-12-31
8669533,651-617-350-969-892,Кредит наличными со страховкой,4134967,432055,3899746,552418,2020-03-30,64,1826723,4,2023-03-15,2999-12-31
3517835,918-403-392-578-825,Кредит наличными,3334599,362696,3935108,951774,2020-03-30,84,1532707,6,2023-03-15,2999-12-31
2919884,850-504-758-118-727,Автокредит,1872752,231720,3459368,541653,2020-09-26,72,1780349,3,2023-03-15,2999-12-31
4500343,646-528-750-260-725,Ипотека,845404,485113,3004632,744568,2021-03-25,21,1758426,1,2023-03-15,2999-12-31
3847112,960-220-899-205-642,Автокредит,2017093,153460,3218273,904929,2022-03-20,95,1846701,6,2023-03-15,2999-12-31
4599389,498-523-599-664-190,Кредит наличными со страховкой,4389944,497764,3642599,949101,2022-03-20,13,1446745,1,2023-03-15,2999-12-31
2167297,910-402-184-846-470,Автокредит,4205960,346446,3790118,722753,2021-03-25,99,1061135,3,2023-03-15,2999-12-31
5208969,521-380-327-164-668,Кредит наличными со страховкой,1633347,114136,3531868,961829,2020-09-26,102,1941149,2,2023-03-15,2999-12-31
5694319,668-854-511-256-553,Автокредит,5216480,241297,3385310,929931,2020-03-30,125,1237233,2,2023-03-15,2999-12-31
8311228,477-801-354-334-294,Кредит наличными,1155783,416027,3948640,685377,2020-09-26,91,1760950,4,2023-03-15,2999-12-31
7339649,256-145-961-949-138,Кредит наличными со страховкой,2896244,292678,3981876,808877,2022-03-20,91,1772321,5,2023-03-15,2999-12-31
3288583,994-206-980-931-431,Ипотека,2069789,351994,3451255,975506,2022-03-20,85,1770582,6,2023-03-15,2999-12-31
4999136,335-417-799-947-188,Кредит наличными со страховкой,2951271,431767,3670840,930646,2021-09-21,46,1491989,1,2023-03-15,2999-12-31
3182475,894-868-828-550-648,Кредит наличными,5529085,275265,3117343,974937,2021-03-25,16,1779974,6,2023-03-15,2999-12-31
4416285,294-778-544-931-514,Кредит наличными,5321303,200743,3218977,653270,2020-03-30,103,1935886,1,2023-03-15,2999-12-31
4023041,904-547-127-863-529,Автокредит,1706444,323655,3079376,573695,2022-03-20,57,1602746,1,2023-03-15,2999-12-31
4748036,387-461-762-678-377,Кредит наличными со страховкой,4880791,200314,3808611,837907,2021-03-25,95,1476911,1,2023-03-15,2999-12-31
4632212,587-132-647-364-493,Кредит наличными,5410602,194499,3475042,679501,2022-03-20,92,1198048,1,2023-03-15,2999-12-31
7679878,570-727-935-226-217,Автокредит,4274867,107238,3284388,741953,2021-03-25,105,1218818,5,2023-03-15,2999-12-31
4747540,150-845-994-800-828,Ипотека,1565812,352191,3734662,856812,2021-03-25,116,1674415,1,2023-03-15,2999-12-31
5676950,980-932-277-354-539,Кредит наличными со страховкой,1343229,234442,3746901,692175,2020-09-26,24,1046391,2,2023-03-15,2999-12-31
7082262,648-852-457-871-353,Кредит наличными,3269491,480042,3542694,927783,2020-09-26,15,1714704,5,2023-03-15,2999-12-31
4150272,413-706-118-693-600,Автокредит,2889617,105702,3834006,650754,2020-03-30,27,1796976,1,2023-03-15,2999-12-31
8959277,706-712-780-871-127,Автокредит,1930774,474049,3780197,700165,2021-03-25,122,1915001,4,2023-03-15,2999-12-31
4030698,680-576-538-196-306,Кредит наличными со страховкой,4724498,297848,3622069,851284,2020-09-26,83,1555661,1,2023-03-15,2999-12-31
5626093,852-371-564-829-745,Кредит наличными со страховкой,1564435,467378,3277244,961538,2021-09-21,41,1960055,2,2023-03-15,2999-12-31
5430230,456-211-817-907-851,Ипотека,1813628,408326,3298504,554257,2020-03-30,43,1205873,2,2023-03-15,2999-12-31
8817761,156-584-665-876-138,Автокредит,2065616,431733,3381206,698904,2021-03-25,73,1296520,4,2023-03-15,2999-12-31
7961842,607-320-189-918-535,Ипотека,1619481,102789,3623442,931242,2021-09-21,85,1407536,5,2023-03-15,2999-12-31
6993901,352-212-484-352-431,Кредит наличными со страховкой,1649599,462537,3576975,948727,2022-03-20,110,1184165,8,2023-03-15,2999-12-31
8417127,165-147-867-282-228,Кредит наличными со страховкой,1238816,258277,3484907,824539,2020-03-30,125,1263473,4,2023-03-15,2999-12-31
8349246,858-517-889-284-568,Автокредит,5452644,481518,3443725,982748,2020-09-26,33,1781683,4,2023-03-15,2999-12-31
2619245,781-593-125-938-988,Ипотека,2780793,184074,3640899,600466,2021-09-21,76,1848079,3,2023-03-15,2999-12-31
3773859,960-794-693-918-565,Автокредит,2216224,212464,3133681,880974,2021-09-21,65,1643862,6,2023-03-15,2999-12-31
6275062,632-416-797-199-678,Кредит наличными,1317628,227009,3224671,906718,2020-09-26,46,1928260,8,2023-03-15,2999-12-31
8290912,977-700-137-999-526,Кредит наличными,5046729,419718,3680096,998082,2022-03-20,43,1966834,4,2023-03-15,2999-12-31
6500570,330-195-332-256-203,Кредит наличными,5300997,348284,3624935,503001,2022-03-20,12,1492209,8,2023-03-15,2999-12-31
5097504,245-179-579-449-917,Автокредит,2279722,404509,3002908,536791,2022-03-20,22,1297037,2,2023-03-15,2999-12-31
2757203,842-784-116-382-636,Кредит наличными со страховкой,1911321,274348,3574273,892222,2021-03-25,125,1744790,3,2023-03-15,2999-12-31
3132285,793-183-660-481-704,Кредит наличными со страховкой,1454033,314178,3328195,617410,2021-09-21,36,1937719,6,2023-03-15,2999-12-31
6070652,190-666-792-626-296,Кредит наличными,2197188,485830,3129001,792684,2020-03-30,119,1173899,8,2023-03-15,2999-12-31
8874457,596-727-475-354-198,Автокредит,1347605,214770,3124774,561739,2021-09-21,97,1913049,4,2023-03-15,2999-12-31
6406802,495-414-877-605-235,Автокредит,3882091,364359,3485118,635872,2021-09-21,54,1414880,8,2023-03-15,2999-12-31
8142621,772-127-723-409-257,Кредит наличными,4660684,153546,3756464,804791,2021-03-25,26,1516723,4,2023-03-15,2999-12-31
4320375,330-480-681-892-117,Кредит наличными,4486970,346741,3104257,789656,2021-03-25,123,1280751,1,2023-03-15,2999-12-31
6222568,801-473-566-511-931,Автокредит,1156061,458125,3229044,734166,2022-03-20,95,1079359,8,2023-03-15,2999-12-31
7580390,469-386-339-356-781,Автокредит,5097736,229559,3203325,553914,2021-03-25,89,1470779,5,2023-03-15,2999-12-31
2668613,522-486-859-581-424,Ипотека,5157241,309285,3790548,594549,2021-03-25,38,1400874,3,2023-03-15,2999-12-31
6787289,703-690-411-719-498,Автокредит,731238,268290,3383572,545384,2021-03-25,89,1471711,8,2023-03-15,2999-12-31
8831464,431-804-867-540-948,Кредит наличными со страховкой,3043856,346593,3925428,878317,2021-09-21,38,1377213,4,2023-03-15,2999-12-31
3984879,433-602-887-492-944,Кредит наличными,4098200,297058,3431229,506683,2022-03-20,87,1249194,6,2023-03-15,2999-12-31
5416121,467-522-326-875-633,Кредит наличными со страховкой,2716697,362680,3933378,990935,2020-09-26,41,1563100,2,2023-03-15,2999-12-31
8170066,300-810-349-338-456,Автокредит,5151735,137585,3820931,926052,2022-03-20,100,1345031,4,2023-03-15,2999-12-31
4956594,908-326-930-372-234,Ипотека,4916899,222363,3639060,663301,2020-03-30,53,1031522,1,2023-03-15,2999-12-31
5211399,845-731-173-411-376,Ипотека,5162354,239777,3566162,803509,2020-03-30,99,1549205,2,2023-03-15,2999-12-31
3475165,359-106-776-873-221,Ипотека,1497888,421993,3770415,955364,2020-09-26,44,1856959,6,2023-03-15,2999-12-31
2302194,762-348-236-843-568,Кредит наличными со страховкой,3304140,101222,3666089,618804,2022-03-20,65,1033184,3,2023-03-15,2999-12-31
3456797,632-585-582-120-936,Кредит наличными со страховкой,1487959,364345,3911236,631450,2021-09-21,39,1485385,6,2023-03-15,2999-12-31
3789637,765-882-393-872-219,Автокредит,5697460,402635,3935692,578619,2021-09-21,122,1694213,6,2023-03-15,2999-12-31
4633364,762-698-532-967-623,Ипотека,2880379,347148,3282685,997943,2021-03-25,27,1031013,1,2023-03-15,2999-12-31
6473697,480-293-140-977-168,Кредит наличными со страховкой,3460079,119469,3510311,906395,2021-09-21,124,1642063,8,2023-03-15,2999-12-31
5560950,520-109-116-207-539,Кредит наличными,1130453,233778,3318852,890309,2021-03-25,68,1226219,2,2023-03-15,2999-12-31
2632712,803-536-511-954-319,Кредит наличными со страховкой,5283440,418710,3051830,855740,2020-03-30,29,1523153,3,2023-03-15,2999-12-31
5564398,951-915-334-168-823,Автокредит,1924415,231118,3652437,509631,2020-03-30,72,1361791,2,2023-03-15,2999-12-31
5263604,176-981-762-287-112,Автокредит,1259604,366786,3803222,678412,2020-09-26,111,1009695,2,2023-03-15,2999-12-31
7709787,474-222-247-143-200,Автокредит,4401251,144201,3229913,782347,2021-03-25,85,1651452,5,2023-03-15,2999-12-31
6718863,389-929-382-239-426,Ипотека,2788948,434693,3054270,657744,2020-09-26,130,1893679,8,2023-03-15,2999-12-31
5993584,570-583-803-940-259,Ипотека,4540353,170707,3210006,570593,2020-09-26,105,1203400,2,2023-03-15,2999-12-31
6932431,907-218-139-750-126,Автокредит,1979464,161412,3892764,747795,2020-09-26,110,1208790,8,2023-03-15,2999-12-31
3920728,878-782-716-731-603,Автокредит,1359445,480700,3835165,800690,2020-09-26,130,1674206,6,2023-03-15,2999-12-31
6694821,507-396-228-190-959,Кредит наличными со страховкой,3879046,479064,3139695,546727,2020-03-30,55,1708391,8,2023-03-15,2999-12-31
6261456,291-392-223-265-798,Кредит наличными,3450602,333988,3366401,962688,2022-03-20,122,1856390,8,2023-03-15,2999-12-31
4313488,997-902-100-548-286,Автокредит,2336426,476846,3376674,971070,2020-03-30,29,1664478,1,2023-03-15,2999-12-31
3407693,305-355-972-583-636,Кредит наличными со страховкой,1682421,133120,3026424,625191,2021-03-25,122,1774981,6,2023-03-15,2999-12-31
5822899,523-459-820-102-301,Ипотека,5316533,219366,3281263,632256,2021-09-21,24,1021259,2,2023-03-15,2999-12-31
2359196,700-285-850-478-114,Кредит наличными,3298541,333866,3417639,565873,2020-03-30,43,1412122,3,2023-03-15,2999-12-31
5297217,498-957-946-470-133,Автокредит,4072689,477176,3081537,755396,2020-09-26,29,1834842,2,2023-03-15,2999-12-31
3938813,305-645-238-787-820,Ипотека,4851375,438062,3367811,615553,2021-03-25,59,1777609,6,2023-03-15,2999-12-31
4266094,730-742-297-417-768,Кредит наличными со страховкой,493606,262690,3196656,689024,2021-03-25,45,1478748,1,2023-03-15,2999-12-31
5786203,676-244-411-379-807,Ипотека,1248390,132423,3225320,621220,2020-03-30,41,1547939,2,2023-03-15,2999-12-31
6680058,908-471-829-764-739,Кредит наличными со страховкой,532535,147434,3515026,989415,2021-09-21,72,1752128,8,2023-03-15,2999-12-31
3294170,844-962-786-365-547,Автокредит,5270325,286368,3266219,635926,2020-03-30,25,1586560,6,2023-03-15,2999-12-31
8352301,528-500-620-725-347,Кредит наличными со страховкой,2484778,323911,3179852,845835,2020-03-30,84,1843221,4,2023-03-15,2999-12-31
3650664,865-704-564-408-801,Ипотека,3515912,398708,3992069,915267,2022-03-20,103,1873073,6,2023-03-15,2999-12-31
6957574,873-576-349-423-917,Кредит наличными,4951420,218049,3906451,879831,2022-03-20,52,1823693,8,2023-03-15,2999-12-31
4848977,159-172-589-918-416,Ипотека,2594156,453281,3010062,950801,2021-03-25,83,1434086,1,2023-03-15,2999-12-31
7143538,583-444-188-312-721,Ипотека,1083327,364181,3109850,931960,2021-09-21,66,1731704,5,2023-03-15,2999-12-31
6220266,960-907-406-238-276,Кредит наличными,2516437,242261,3877659,743537,2021-09-21,113,1731553,8,2023-03-15,2999-12-31
3013591,190-222-302-168-483,Ипотека,4565146,129930,3851306,888739,2020-09-26,101,1409598,6,2023-03-15,2999-12-31
3045180,104-320-361-516-564,Кредит наличными со страховкой,694656,472457,3615307,601457,2021-09-21,12,1766310,6,2023-03-15,2999-12-31
5231183,387-538-102-889-108,Автокредит,5473322,188559,3777997,709920,2021-03-25,103,1435721,2,2023-03-15,2999-12-31
6242527,860-740-833-551-754,Ипотека,5659562,404611,3557596,587696,2021-09-21,88,1968535,8,2023-03-15,2999-12-31
5348677,286-508-189-837-490,Автокредит,5527822,191653,3715708,987829,2022-03-20,30,1302308,2,2023-03-15,2999-12-31
6612713,877-714-622-304-658,Кредит наличными,2569096,183237,3461015,533234,2020-09-26,28,1130482,8,2023-03-15,2999-12-31
4658097,504-840-248-986-688,Ипотека,4489322,150964,3095126,667717,2020-09-26,46,1249491,1,2023-03-15,2999-12-31
5557376,621-126-973-714-601,Кредит наличными со страховкой,5644890,418351,3899093,901736,2020-03-30,20,1096754,2,2023-03-15,2999-12-31
2988433,266-356-749-666-288,Автокредит,660082,104028,3065914,664165,2020-03-30,72,1305354,3,2023-03-15,2999-12-31
8305675,711-131-120-269-756,Кредит наличными со страховкой,5275725,159509,3407776,534514,2021-09-21,80,1961763,4,2023-03-15,2999-12-31
7878116,368-267-233-701-187,Кредит наличными,4415804,422765,3156395,697272,2022-03-20,67,1570931,5,2023-03-15,2999-12-31
6976166,370-316-885-125-241,Кредит наличными,3419390,454949,3229018,572883,2020-09-26,102,1413947,8,2023-03-15,2999-12-31
7828827,881-919-495-285-936,Ипотека,4392056,477764,3927550,830220,2021-03-25,70,1121627,5,2023-03-15,2999-12-31
7002027,958-753-154-553-542,Кредит наличными со страховкой,1194631,163248,3099953,829363,2021-09-21,46,1171461,5,2023-03-15,2999-12-31
8178010,627-601-828-937-429,Автокредит,1887822,305635,3444919,973395,2021-09-21,55,1214047,4,2023-03-15,2999-12-31
8156070,542-108-557-836-614,Ипотека,4024525,240996,3812597,976151,2020-09-26,101,1326294,4,2023-03-15,2999-12-31
6106938,454-303-537-364-390,Кредит наличными со страховкой,1237752,107145,3701813,613681,2022-03-20,125,1946890,8,2023-03-15,2999-12-31
8324872,225-294-904-894-917,Автокредит,3471553,170998,3620296,997990,2021-09-21,80,1512353,4,2023-03-15,2999-12-31
3125229,123-109-489-277-847,Кредит наличными со страховкой,3588594,316146,3325945,671053,2021-09-21,111,1465478,6,2023-03-15,2999-12-31
5872476,293-374-146-744-968,Кредит наличными,3145969,366575,3373048,744514,2021-09-21,26,1391009,2,2023-03-15,2999-12-31
7571710,308-228-968-421-513,Ипотека,3122856,446746,3310502,743482,2021-09-21,126,1086947,5,2023-03-15,2999-12-31
2165931,609-430-876-428-449,Кредит наличными,771687,257381,3275068,869861,2020-03-30,129,1008246,3,2023-03-15,2999-12-31
8166005,197-490-432-831-982,Ипотека,2383331,362750,3715668,815994,2020-09-26,102,1078779,4,2023-03-15,2999-12-31
6249296,894-699-128-499-761,Кредит наличными,3733636,243581,3346301,769290,2022-03-20,18,1965141,8,2023-03-15,2999-12-31
6057459,945-518-765-884-949,Автокредит,2424950,454022,3746901,628932,2020-03-30,96,1589699,8,2023-03-15,2999-12-31
7895034,878-463-367-797-483,Ипотека,2534138,141020,3895067,513226,2020-09-26,89,1671979,5,2023-03-15,2999-12-31
6852159,681-121-152-147-331,Кредит наличными со страховкой,2832484,467634,3813468,615218,2020-09-26,120,1375471,8,2023-03-15,2999-12-31
8272170,335-930-392-459-627,Кредит наличными со страховкой,2415415,423578,3367905,571397,2021-09-21,21,1681800,4,2023-03-15,2999-12-31
6844502,318-531-248-635-327,Кредит наличными,3902424,224266,3145106,953138,2020-09-26,121,1753107,8,2023-03-15,2999-12-31
6627823,558-194-212-994-641,Кредит наличными со страховкой,4814730,372771,3913995,748530,2021-09-21,79,1935634,8,2023-03-15,2999-12-31
3098584,620-294-129-235-461,Автокредит,3215580,396715,3819516,513546,2022-03-20,100,1556449,6,2023-03-15,2999-12-31
3822445,830-149-248-633-898,Автокредит,2679319,139843,3373852,752096,2020-03-30,13,1782759,6,2023-03-15,2999-12-31
4849769,942-753-405-171-843,Автокредит,1559103,359098,3477055,804960,2021-09-21,95,1081592,1,2023-03-15,2999-12-31
5309204,252-907-485-412-577,Кредит наличными со страховкой,1440553,124651,3227889,778486,2020-03-30,24,1212933,2,2023-03-15,2999-12-31
7923293,560-622-529-697-433,Автокредит,624423,230760,3539999,995306,2021-03-25,21,1922749,5,2023-03-15,2999-12-31
7304770,158-188-695-531-795,Ипотека,931035,198727,3929233,764841,2022-03-20,54,1110031,5,2023-03-15,2999-12-31
4521176,918-905-898-202-748,Автокредит,1676668,314121,3858457,980513,2020-03-30,40,1332945,1,2023-03-15,2999-12-31
3724979,615-838-570-497-193,Кредит наличными со страховкой,2508100,420074,3024729,732706,2022-03-20,46,1935120,6,2023-03-15,2999-12-31
8599497,476-682-191-584-131,Кредит наличными со страховкой,2603788,179992,3407325,747856,2020-09-26,118,1923167,4,2023-03-15,2999-12-31
4531271,556-750-814-831-255,Кредит наличными со страховкой,3845554,371960,3869158,672099,2021-09-21,36,1404138,1,2023-03-15,2999-12-31
4426258,933-288-236-920-795,Ипотека,3464753,133762,3360022,946954,2022-03-20,54,1238720,1,2023-03-15,2999-12-31
8002900,626-765-998-408-400,Ипотека,1447727,456957,3486131,831282,2021-03-25,112,1379384,4,2023-03-15,2999-12-31
2571681,630-865-181-289-498,Кредит наличными со страховкой,2180641,314836,3077193,666540,2022-03-20,71,1456701,3,2023-03-15,2999-12-31
8916573,949-495-400-726-227,Кредит наличными со страховкой,2405180,466910,3629818,699129,2020-03-30,101,1568875,4,2023-03-15,2999-12-31
4118232,111-373-826-966-771,Кредит наличными,3183521,353319,3630745,894688,2021-03-25,126,1253557,1,2023-03-15,2999-12-31
2584296,467-716-310-946-263,Автокредит,2836436,260283,3169888,745685,2021-09-21,101,1706155,3,2023-03-15,2999-12-31
7958577,414-312-721-832-518,Ипотека,5512347,411994,3519745,511728,2020-03-30,107,1662022,5,2023-03-15,2999-12-31
6725697,762-112-252-600-819,Автокредит,2696890,159814,3265543,920555,2021-09-21,95,1615503,8,2023-03-15,2999-12-31
2709879,617-504-337-246-479,Автокредит,3710761,496858,3474958,813094,2020-09-26,61,1309802,3,2023-03-15,2999-12-31
5518249,720-598-760-808-379,Кредит наличными,452570,156361,3706174,873786,2021-09-21,98,1464731,2,2023-03-15,2999-12-31
4282874,216-827-930-601-500,Ипотека,5232220,303596,3253997,704790,2020-09-26,37,1628594,1,2023-03-15,2999-12-31
4758011,676-701-313-403-312,Кредит наличными со страховкой,3178467,145461,3476845,761288,2021-09-21,112,1824647,1,2023-03-15,2999-12-31
6505549,887-609-446-371-777,Кредит наличными со страховкой,1532918,201094,3901737,525227,2020-03-30,116,1518365,8,2023-03-15,2999-12-31
3101729,899-995-636-780-682,Автокредит,5339966,129959,3122141,596166,2020-09-26,16,1718150,6,2023-03-15,2999-12-31
3055644,520-562-596-208-765,Кредит наличными,3076899,385171,3411919,673375,2020-03-30,101,1514516,6,2023-03-15,2999-12-31
4324508,618-481-521-815-152,Ипотека,725140,146666,3834732,929689,2020-09-26,82,1466099,1,2023-03-15,2999-12-31
5792076,738-493-796-219-976,Ипотека,1008748,225073,3484616,710737,2020-09-26,45,1132543,2,2023-03-15,2999-12-31
5757130,629-132-130-981-925,Автокредит,881801,188454,3634841,700489,2020-03-30,37,1322090,2,2023-03-15,2999-12-31
6483973,865-160-950-835-677,Ипотека,5387763,235009,3426599,558588,2020-09-26,40,1350753,8,2023-03-15,2999-12-31
6077591,320-928-694-169-541,Ипотека,3609143,107441,3262076,847706,2020-09-26,109,1184448,8,2023-03-15,2999-12-31
6120099,605-368-970-202-843,Ипотека,5451055,229998,3143923,821240,2021-03-25,111,1999342,8,2023-03-15,2999-12-31
8327451,476-800-701-753-294,Автокредит,4718300,232535,3750514,965291,2020-03-30,72,1736001,4,2023-03-15,2999-12-31
5374308,748-104-728-792-883,Кредит наличными,5688512,417408,3829643,977284,2020-03-30,85,1223451,2,2023-03-15,2999-12-31
2917733,482-193-983-315-566,Автокредит,3940307,158061,3481226,869661,2022-03-20,19,1554348,3,2023-03-15,2999-12-31
6147633,274-711-753-846-466,Ипотека,953899,385864,3792413,698111,2021-09-21,37,1033658,8,2023-03-15,2999-12-31
7926103,821-346-144-203-404,Ипотека,2538489,164200,3306734,727801,2022-03-20,113,1386799,5,2023-03-15,2999-12-31
2307136,777-526-755-307-950,Кредит наличными со страховкой,5383983,152440,3867114,589095,2020-09-26,82,1341442,3,2023-03-15,2999-12-31
8854596,260-781-634-641-263,Кредит наличными,4803082,307975,3078620,590606,2021-09-21,117,1362040,4,2023-03-15,2999-12-31
6334632,129-338-306-552-961,Автокредит,5628957,108140,3682481,569286,2020-03-30,30,1520430,8,2023-03-15,2999-12-31
6859359,807-494-450-317-623,Ипотека,1472612,135740,3247791,640374,2021-03-25,19,1901214,8,2023-03-15,2999-12-31
4416228,264-184-143-994-920,Автокредит,5047209,111699,3987059,954955,2020-03-30,17,1693644,1,2023-03-15,2999-12-31
5482700,474-259-206-463-860,Кредит наличными,3143344,156679,3173639,768043,2020-09-26,108,1572274,2,2023-03-15,2999-12-31
5310340,725-329-910-165-446,Ипотека,5485181,292422,3854643,512323,2021-03-25,117,1450955,2,2023-03-15,2999-12-31
8674675,844-430-986-606-596,Кредит наличными со страховкой,4178288,257700,3963741,970922,2021-03-25,80,1213346,4,2023-03-15,2999-12-31
2443483,615-824-438-475-437,Кредит наличными со страховкой,2772135,101390,3581750,626168,2020-03-30,42,1347244,3,2023-03-15,2999-12-31
4319436,938-111-730-224-678,Кредит наличными,1785974,400655,3364823,632880,2021-09-21,116,1064955,1,2023-03-15,2999-12-31
6158718,458-687-888-139-247,Кредит наличными со страховкой,5616710,258686,3726938,884813,2021-09-21,45,1096822,8,2023-03-15,2999-12-31
8088255,690-248-372-135-182,Ипотека,5691683,197086,3151417,975376,2021-03-25,13,1689801,4,2023-03-15,2999-12-31
6205123,192-300-255-459-622,Кредит наличными со страховкой,1153724,263015,3078994,686693,2022-03-20,83,1587495,8,2023-03-15,2999-12-31
5546596,546-784-690-545-603,Кредит наличными со страховкой,1905206,167565,3996140,810184,2022-03-20,77,1401279,2,2023-03-15,2999-12-31
7315321,130-207-777-628-248,Кредит наличными,5185652,123096,3122277,602596,2020-03-30,12,1580223,5,2023-03-15,2999-12-31
4032198,366-997-974-846-583,Кредит наличными,2800711,266526,3049282,734683,2020-03-30,16,1226004,1,2023-03-15,2999-12-31
2199658,179-445-514-381-749,Кредит наличными,2600146,360616,3587591,707924,2020-09-26,88,1392536,3,2023-03-15,2999-12-31
7484453,488-275-779-603-754,Ипотека,4979516,295161,3009594,831698,2020-09-26,42,1965317,5,2023-03-15,2999-12-31
8206330,448-769-898-560-147,Кредит наличными,775974,343226,3422142,867487,2020-03-30,107,1452166,4,2023-03-15,2999-12-31
3070540,515-665-918-815-883,Ипотека,4296563,454392,3125923,990358,2020-03-30,49,1532524,6,2023-03-15,2999-12-31
7685706,200-700-566-233-598,Ипотека,4466545,241127,3021307,940022,2022-03-20,72,1552638,5,2023-03-15,2999-12-31
2198400,358-176-417-160-809,Кредит наличными со страховкой,1041809,421672,3147461,894724,2020-03-30,19,1001711,3,2023-03-15,2999-12-31
6585737,981-637-158-246-782,Ипотека,2185065,405176,3717377,916563,2021-03-25,62,1857545,8,2023-03-15,2999-12-31
8721866,365-824-514-182-175,Кредит наличными,3438972,422194,3917531,933917,2021-03-25,93,1249286,4,2023-03-15,2999-12-31
3525715,403-629-128-255-324,Кредит наличными,4160687,325047,3147284,824978,2020-03-30,101,1795020,6,2023-03-15,2999-12-31
4222137,185-137-535-318-253,Кредит наличными со страховкой,695893,257122,3491911,798418,2021-03-25,129,1375672,1,2023-03-15,2999-12-31
8690005,102-707-449-958-887,Ипотека,1048327,338283,3937374,978543,2021-09-21,23,1818904,4,2023-03-15,2999-12-31
8993442,809-958-466-279-403,Ипотека,831994,392510,3540594,965622,2020-09-26,65,1854998,4,2023-03-15,2999-12-31
2994262,361-839-168-881-835,Ипотека,2109291,110952,3763456,529604,2020-09-26,100,1696605,3,2023-03-15,2999-12-31
2029607,294-714-377-699-133,Кредит наличными,3730603,410891,3562780,907501,2021-09-21,102,1040981,3,2023-03-15,2999-12-31
3813091,929-890-326-608-381,Кредит наличными,1807216,466466,3818406,748992,2020-09-26,128,1715136,6,2023-03-15,2999-12-31
2546714,724-205-151-155-781,Автокредит,4138263,415671,3267897,881058,2021-09-21,92,1260998,3,2023-03-15,2999-12-31
8637184,298-515-263-372-857,Ипотека,3806722,282001,3131766,984398,2020-09-26,47,1740216,4,2023-03-15,2999-12-31
5298563,596-293-231-133-954,Автокредит,4782025,450924,3329316,702810,2022-03-20,86,1537134,2,2023-03-15,2999-12-31
2477549,686-291-548-235-661,Кредит наличными со страховкой,3161471,484984,3920345,644101,2021-03-25,57,1914429,3,2023-03-15,2999-12-31
6600932,347-204-762-804-920,Кредит наличными,1154488,247032,3751354,587217,2022-03-20,53,1887228,8,2023-03-15,2999-12-31
8618569,825-231-357-929-735,Кредит наличными со страховкой,4496673,410934,3858435,892612,2020-03-30,112,1084497,4,2023-03-15,2999-12-31
6113574,616-602-431-731-968,Автокредит,2054992,187380,3556318,581017,2022-03-20,25,1555805,8,2023-03-15,2999-12-31
6525288,819-103-358-940-241,Автокредит,3065582,181490,3131496,973456,2020-03-30,125,1497241,8,2023-03-15,2999-12-31
5427207,403-349-502-689-834,Ипотека,2618049,294512,3535429,614726,2022-03-20,117,1690735,2,2023-03-15,2999-12-31
3331373,430-940-520-355-714,Кредит наличными,5088638,303095,3928058,708092,2020-03-30,39,1919096,6,2023-03-15,2999-12-31
